"country";"indicator";"year";"value"
"GHA";113706;2005;1,23
"GHA";113706;2006;1,23
"GHA";113706;2007;1,23
"GHA";113706;2009;1,23
"GHA";113706;2010;1,23
"GHA";113706;2011;1,23
"GHA";113706;2012;1,23
"GHA";113706;2013;1,23
"GMB";113706;1980;0,93
"GMB";113706;1985;0,93
"GMB";113706;1990;0,93
"GMB";113706;1995;0,93
"GMB";113706;2000;0,93
"GMB";113706;2005;0,93
"GMB";113706;2006;0,93
"GMB";113706;2007;0,93
"GMB";113706;2009;0,93
"GMB";113706;2010;0,93
"GMB";113706;2011;0,93
"GMB";113706;2012;0,93
"GMB";113706;2013;0,93
"GNQ";113706;1980;1,4
"GNQ";113706;1985;1,4
"GNQ";113706;1990;1,4
"GNQ";113706;1995;1,4
"GNQ";113706;2000;1,4
"GNQ";113706;2005;1,4
"GNQ";113706;2006;1,4
"GNQ";113706;2007;1,4
"GNQ";113706;2009;1,4
"GNQ";113706;2010;1,4
"GNQ";113706;2011;1,4
"GNQ";113706;2012;1,4
"GNQ";113706;2013;1,4
"GRC";113706;1980;0,48
"GRC";113706;1985;0,48
"GRC";113706;1990;0,48
"GRC";113706;1995;0,48
"GRC";113706;2000;0,48
"GRC";113706;2005;0,48
"GRC";113706;2006;0,48
"GRC";113706;2007;0,48
"GRC";113706;2009;0,48
"GRC";113706;2010;0,48
"GRC";113706;2011;0,48
"GRC";113706;2012;0,48
"GRC";113706;2013;0,48
"GTM";113706;1980;0,85
"GTM";113706;1985;0,85
"GTM";113706;1990;0,85
"GTM";113706;1995;0,85
"GTM";113706;2000;0,85
"GTM";113706;2005;0,85
"GTM";113706;2006;0,85
"GTM";113706;2007;0,85
"GTM";113706;2009;0,85
"GTM";113706;2010;0,85
"GTM";113706;2011;0,85
"GTM";113706;2012;0,85
"GTM";113706;2013;0,85
"GUY";113706;1980;0,84
"GUY";113706;1985;0,84
"GUY";113706;1990;0,84
"GUY";113706;1995;0,84
"GUY";113706;2000;0,84
"GUY";113706;2005;0,84
"GUY";113706;2006;0,84
"GUY";113706;2007;0,84
"GUY";113706;2009;0,84
"GUY";113706;2010;0,84
"GUY";113706;2011;0,84
"GUY";113706;2012;0,84
"GUY";113706;2013;0,84
"HKG";113706;1980;0,69
"HKG";113706;1985;0,69
"HKG";113706;1990;0,69
"HKG";113706;1995;0,69
"HKG";113706;2000;0,69
"HKG";113706;2005;0,69
"HKG";113706;2006;0,69
"HKG";113706;2007;0,69
"HKG";113706;2009;0,69
"HKG";113706;2010;0,69
"HKG";113706;2011;0,69
"HKG";113706;2012;0,69
"HKG";113706;2013;0,69
"HND";113706;1980;0,71
"HND";113706;1985;0,71
"HND";113706;1990;0,71
"HND";113706;1995;0,71
"HND";113706;2000;0,71
"HND";113706;2005;0,71
"HND";113706;2006;0,71
"HND";113706;2007;0,71
"HND";113706;2009;0,71
"HND";113706;2010;0,71
"HND";113706;2011;0,71
"HND";113706;2012;0,71
"HND";113706;2013;0,71
"HRV";113706;1980;0,61
"HRV";113706;1985;0,61
"HRV";113706;1990;0,61
"HRV";113706;1995;0,61
"HRV";113706;2000;0,61
"HRV";113706;2005;0,61
"HRV";113706;2006;0,61
"HRV";113706;2007;0,61
"HRV";113706;2009;0,61
"HRV";113706;2010;0,61
"HRV";113706;2011;0,61
"HRV";113706;2012;0,61
"HRV";113706;2013;0,61
"HTI";113706;1980;0,71
"HTI";113706;1985;0,71
"HTI";113706;1990;0,71
"HTI";113706;1995;0,71
"HTI";113706;2000;0,71
"HTI";113706;2005;0,71
"HTI";113706;2006;0,71
"HTI";113706;2007;0,71
"HTI";113706;2009;0,71
"HTI";113706;2010;0,71
"HTI";113706;2011;0,71
"HTI";113706;2012;0,71
"HTI";113706;2013;0,71
"HUN";113706;1980;0,43
"HUN";113706;1985;0,43
"HUN";113706;1990;0,43
"HUN";113706;1995;0,43
"HUN";113706;2000;0,43
"HUN";113706;2005;0,43
"HUN";113706;2006;0,43
"HUN";113706;2007;0,43
"HUN";113706;2009;0,43
"HUN";113706;2010;0,43
"HUN";113706;2011;0,43
"HUN";113706;2012;0,43
"HUN";113706;2013;0,43
"IDN";113706;1980;0,87
"IDN";113706;1985;0,87
"IDN";113706;1990;0,87
"IDN";113706;1995;0,87
"IDN";113706;2000;0,87
"IDN";113706;2005;0,87
"IDN";113706;2006;0,87
"IDN";113706;2007;0,87
"IDN";113706;2009;0,87
"IDN";113706;2010;0,87
"IDN";113706;2011;0,87
"IDN";113706;2012;0,87
"IDN";113706;2013;0,87
"IND";113706;1980;1,37
"IND";113706;1985;1,37
"IND";113706;1990;1,37
"IND";113706;1995;1,37
"IND";113706;2000;1,37
"IND";113706;2005;1,37
"IND";113706;2006;1,37
"IND";113706;2007;1,37
"IND";113706;2009;1,37
"IND";113706;2010;1,37
"IND";113706;2011;1,37
"IND";113706;2012;1,37
"IND";113706;2013;1,37
"IRL";113706;1980;0,32
"IRL";113706;1985;0,32
"IRL";113706;1990;0,32
"IRL";113706;1995;0,32
"IRL";113706;2000;0,32
"IRL";113706;2005;0,32
"IRL";113706;2006;0,32
"IRL";113706;2007;0,32
"IRL";113706;2009;0,32
"IRL";113706;2010;0,32
"IRL";113706;2011;0,32
"IRL";113706;2012;0,32
"IRL";113706;2013;0,32
"IRN";113706;1980;1
"IRN";113706;1985;1
"IRN";113706;1990;1
"IRN";113706;1995;1
"IRN";113706;2000;1
"IRN";113706;2005;1
"IRN";113706;2006;1
"IRN";113706;2007;1
"IRN";113706;2009;1
"IRN";113706;2010;1
"IRN";113706;2011;1
"IRN";113706;2012;1
"IRN";113706;2013;1
"IRQ";113706;1980;0,33
"IRQ";113706;1985;0,33
"IRQ";113706;1990;0,33
"IRQ";113706;1995;0,33
"IRQ";113706;2000;0,33
"IRQ";113706;2005;0,33
"IRQ";113706;2006;0,33
"IRQ";113706;2007;0,33
"IRQ";113706;2009;0,33
"IRQ";113706;2010;0,33
"IRQ";113706;2011;0,33
"IRQ";113706;2012;0,33
"IRQ";113706;2013;0,33
"ISL";113706;1980;0,31
"ISL";113706;1985;0,31
"ISL";113706;1990;0,31
"ISL";113706;1995;0,31
"ISL";113706;2000;0,31
"ISL";113706;2005;0,31
"ISL";113706;2006;0,31
"ISL";113706;2007;0,31
"ISL";113706;2009;0,31
"ISL";113706;2010;0,31
"ISL";113706;2011;0,31
"ISL";113706;2012;0,31
"ISL";113706;2013;0,31
"ISR";113706;1980;0,34
"ISR";113706;1985;0,34
"ISR";113706;1990;0,34
"ISR";113706;1995;0,34
"ISR";113706;2000;0,34
"ISR";113706;2005;0,34
"ISR";113706;2006;0,34
"ISR";113706;2007;0,34
"ISR";113706;2009;0,34
"ISR";113706;2010;0,34
"ISR";113706;2011;0,34
"ISR";113706;2012;0,34
"ISR";113706;2013;0,34
"ITA";113706;1980;0,4
"ITA";113706;1985;0,4
"ITA";113706;1990;0,4
"ITA";113706;1995;0,4
"ITA";113706;2000;0,4
"ITA";113706;2005;0,4
"ITA";113706;2006;0,4
"ITA";113706;2007;0,4
"ITA";113706;2009;0,4
"ITA";113706;2010;0,4
"ITA";113706;2011;0,4
"ITA";113706;2012;0,4
"ITA";113706;2013;0,4
"JAM";113706;1980;0,48
"JAM";113706;1985;0,48
"JAM";113706;1990;0,48
"JAM";113706;1995;0,48
"JAM";113706;2000;0,48
"JAM";113706;2005;0,48
"JAM";113706;2006;0,48
"JAM";113706;2007;0,48
"JAM";113706;2009;0,48
"JAM";113706;2010;0,48
"JAM";113706;2011;0,48
"JAM";113706;2012;0,48
"JAM";113706;2013;0,48
"JOR";113706;1980;0,42
"JOR";113706;1985;0,42
"JOR";113706;1990;0,42
"JOR";113706;1995;0,42
"JOR";113706;2000;0,42
"JOR";113706;2005;0,42
"JOR";113706;2006;0,42
"JOR";113706;2007;0,42
"JOR";113706;2009;0,42
"JOR";113706;2010;0,42
"JOR";113706;2011;0,42
"JOR";113706;2012;0,42
"JOR";113706;2013;0,42
"JPN";113706;1980;0,28
"JPN";113706;1985;0,28
"JPN";113706;1990;0,28
"JPN";113706;1995;0,28
"JPN";113706;2000;0,28
"JPN";113706;2005;0,28
"JPN";113706;2006;0,28
"JPN";113706;2007;0,28
"JPN";113706;2009;0,28
"JPN";113706;2010;0,28
"JPN";113706;2011;0,28
"JPN";113706;2012;0,28
"JPN";113706;2013;0,28
"KAZ";113706;1980;0,85
"KAZ";113706;1985;0,85
"KAZ";113706;1990;0,85
"KAZ";113706;1995;0,85
"KAZ";113706;2000;0,85
"KAZ";113706;2005;0,85
"KAZ";113706;2006;0,85
"KAZ";113706;2007;0,85
"KAZ";113706;2009;0,85
"KAZ";113706;2010;0,85
"KAZ";113706;2011;0,85
"KAZ";113706;2012;0,85
"KAZ";113706;2013;0,85
"KEN";113706;1980;1,3
"KEN";113706;1985;1,3
"KEN";113706;1990;1,3
"KEN";113706;1995;1,3
"KEN";113706;2000;1,3
"KEN";113706;2005;1,3
"KEN";113706;2006;1,3
"KEN";113706;2007;1,3
"KEN";113706;2009;1,3
"KEN";113706;2010;1,3
"KEN";113706;2011;1,3
"KEN";113706;2012;1,3
"KEN";113706;2013;1,3
"KGZ";113706;1980;0,46
"KGZ";113706;1985;0,46
"KGZ";113706;1990;0,46
"KGZ";113706;1995;0,46
"KGZ";113706;2000;0,46
"KGZ";113706;2005;0,46
"KGZ";113706;2006;0,46
"KGZ";113706;2007;0,46
"KGZ";113706;2009;0,46
"KGZ";113706;2010;0,46
"KGZ";113706;2011;0,46
"KGZ";113706;2012;0,46
"KGZ";113706;2013;0,46
"KHM";113706;1980;1,73
"KHM";113706;1985;1,73
"KHM";113706;1990;1,73
"KHM";113706;1995;1,73
"KHM";113706;2000;1,73
"KHM";113706;2005;1,73
"KHM";113706;2006;1,73
"KHM";113706;2007;1,73
"KHM";113706;2009;1,73
"KHM";113706;2010;1,73
"KHM";113706;2011;1,73
"KHM";113706;2012;1,73
"KHM";113706;2013;1,73
"KOR";113706;1980;0,65
"KOR";113706;1985;0,65
"KOR";113706;1990;0,65
"KOR";113706;1995;0,65
"KOR";113706;2000;0,65
"KOR";113706;2005;0,65
"KOR";113706;2006;0,65
"KOR";113706;2007;0,65
"KOR";113706;2009;0,65
"KOR";113706;2010;0,65
"KOR";113706;2011;0,65
"KOR";113706;2012;0,65
"KOR";113706;2013;0,65
"KWT";113706;1980;0,08
"KWT";113706;1985;0,08
"KWT";113706;1990;0,08
"KWT";113706;1995;0,08
"KWT";113706;2000;0,08
"KWT";113706;2005;0,08
"KWT";113706;2006;0,08
"KWT";113706;2007;0,08
"KWT";113706;2009;0,08
"KWT";113706;2010;0,08
"KWT";113706;2011;0,08
"KWT";113706;2012;0,08
"KWT";113706;2013;0,08
"LAO";113706;1980;1,39
"LAO";113706;1985;1,39
"LAO";113706;1990;1,39
"LAO";113706;1995;1,39
"LAO";113706;2000;1,39
"LAO";113706;2005;1,39
"LAO";113706;2006;1,39
"LAO";113706;2007;1,39
"LAO";113706;2009;1,39
"LAO";113706;2010;1,39
"LAO";113706;2011;1,39
"LAO";113706;2012;1,39
"LAO";113706;2013;1,39
"LBR";113706;1980;1,49
"LBR";113706;1985;1,49
"LBR";113706;1990;1,49
"LBR";113706;1995;1,49
"LBR";113706;2000;1,49
"LBR";113706;2005;1,49
"LBR";113706;2006;1,49
"LBR";113706;2007;1,49
"LBR";113706;2009;1,49
"LBR";113706;2010;1,49
"LBR";113706;2011;1,49
"LBR";113706;2012;1,49
"LBR";113706;2013;1,49
"LBY";113706;1980;0,37
"LBY";113706;1985;0,37
"LBY";113706;1990;0,37
"LBY";113706;1995;0,37
"LBY";113706;2000;0,37
"LBY";113706;2005;0,37
"LBY";113706;2006;0,37
"LBY";113706;2007;0,37
"LBY";113706;2009;0,37
"LBY";113706;2010;0,37
"LBY";113706;2011;0,37
"LBY";113706;2012;0,37
"LBY";113706;2013;0,37
"LKA";113706;1980;0,74
"LKA";113706;1985;0,74
"LKA";113706;1990;0,74
"LKA";113706;1995;0,74
"LKA";113706;2000;0,74
"LKA";113706;2005;0,74
"LKA";113706;2006;0,74
"LKA";113706;2007;0,74
"LKA";113706;2009;0,74
"LKA";113706;2010;0,74
"LKA";113706;2011;0,74
"LKA";113706;2012;0,74
"LKA";113706;2013;0,74
"LSO";113706;1980;0,72
"LSO";113706;1985;0,72
"LSO";113706;1990;0,72
"LSO";113706;1995;0,72
"LSO";113706;2000;0,72
"LSO";113706;2005;0,72
"LSO";113706;2006;0,72
"LSO";113706;2007;0,72
"LSO";113706;2009;0,72
"LSO";113706;2010;0,72
"LSO";113706;2011;0,72
"LSO";113706;2012;0,72
"LSO";113706;2013;0,72
"LTU";113706;1980;0,75
"LTU";113706;1985;0,75
"LTU";113706;1990;0,75
"LTU";113706;1995;0,75
"LTU";113706;2000;0,75
"LTU";113706;2005;0,75
"LTU";113706;2006;0,75
"LTU";113706;2007;0,75
"LTU";113706;2009;0,75
"LTU";113706;2010;0,75
"LTU";113706;2011;0,75
"LTU";113706;2012;0,75
"LTU";113706;2013;0,75
"LUX";113706;1980;0,11
"LUX";113706;1985;0,11
"LUX";113706;1990;0,11
"LUX";113706;1995;0,11
"LUX";113706;2000;0,11
"LUX";113706;2005;0,11
"LUX";113706;2006;0,11
"LUX";113706;2007;0,11
"LUX";113706;2009;0,11
"LUX";113706;2010;0,11
"LUX";113706;2011;0,11
"LUX";113706;2012;0,11
"LUX";113706;2013;0,11
"LVA";113706;1980;0,82
"LVA";113706;1985;0,82
"LVA";113706;1990;0,82
"LVA";113706;1995;0,82
"LVA";113706;2000;0,82
"LVA";113706;2005;0,82
"LVA";113706;2006;0,82
"LVA";113706;2007;0,82
"LVA";113706;2009;0,82
"LVA";113706;2010;0,82
"LVA";113706;2011;0,82
"LVA";113706;2012;0,82
"LVA";113706;2013;0,82
"MAR";113706;1980;1,03
"MAR";113706;1985;1,03
"MAR";113706;1990;1,03
"MAR";113706;1995;1,03
"MAR";113706;2000;1,03
"MAR";113706;2005;1,03
"MAR";113706;2006;1,03
"MAR";113706;2007;1,03
"MAR";113706;2009;1,03
"MAR";113706;2010;1,03
"MAR";113706;2011;1,03
"MAR";113706;2012;1,03
"MAR";113706;2013;1,03
"MDA";113706;1980;0,73
"MDA";113706;1985;0,73
"MDA";113706;1990;0,73
"MDA";113706;1995;0,73
"MDA";113706;2000;0,73
"MDA";113706;2005;0,73
"MDA";113706;2006;0,73
"MDA";113706;2007;0,73
"MDA";113706;2009;0,73
"MDA";113706;2010;0,73
"MDA";113706;2011;0,73
"MDA";113706;2012;0,73
"MDA";113706;2013;0,73
"MDG";113706;1980;0,81
"MDG";113706;1985;0,81
"MDG";113706;1990;0,81
"MDG";113706;1995;0,81
"MDG";113706;2000;0,81
"MDG";113706;2005;0,81
"MDG";113706;2006;0,81
"MDG";113706;2007;0,81
"MDG";113706;2009;0,81
"MDG";113706;2010;0,81
"MDG";113706;2011;0,81
"MDG";113706;2012;0,81
"MDG";113706;2013;0,81
"MDV";113706;1980;1,21
"MDV";113706;1985;1,21
"MDV";113706;1990;1,21
"MDV";113706;1995;1,21
"MDV";113706;2000;1,21
"MDV";113706;2005;1,21
"MDV";113706;2006;1,21
"MDV";113706;2007;1,21
"MDV";113706;2009;1,21
"MDV";113706;2010;1,21
"MDV";113706;2011;1,21
"MDV";113706;2012;1,21
"MDV";113706;2013;1,21
"MEX";113706;1980;0,55
"MEX";113706;1985;0,55
"MEX";113706;1990;0,55
"MEX";113706;1995;0,55
"MEX";113706;2000;0,55
"MEX";113706;2005;0,55
"MEX";113706;2006;0,55
"MEX";113706;2007;0,55
"MEX";113706;2009;0,55
"MEX";113706;2010;0,55
"MEX";113706;2011;0,55
"MEX";113706;2012;0,55
"MEX";113706;2013;0,55
"MLI";113706;1980;1,77
"MLI";113706;1985;1,77
"MLI";113706;1990;1,77
"MLI";113706;1995;1,77
"MLI";113706;2000;1,77
"MLI";113706;2005;1,77
"MLI";113706;2006;1,77
"MLI";113706;2007;1,77
"MLI";113706;2009;1,77
"MLI";113706;2010;1,77
"MLI";113706;2011;1,77
"MLI";113706;2012;1,77
"MLI";113706;2013;1,77
"MLT";113706;1980;0,51
"MLT";113706;1985;0,51
"MLT";113706;1990;0,51
"MLT";113706;1995;0,51
"MLT";113706;2000;0,51
"MLT";113706;2005;0,51
"MLT";113706;2006;0,51
"MLT";113706;2007;0,51
"MLT";113706;2009;0,51
"MLT";113706;2010;0,51
"MLT";113706;2011;0,51
"MLT";113706;2012;0,51
"MLT";113706;2013;0,51
"MMR";113706;1980;1,55
"MMR";113706;1985;1,55
"MMR";113706;1990;1,55
"MMR";113706;1995;1,55
"MMR";113706;2000;1,55
"MMR";113706;2005;1,55
"MMR";113706;2006;1,55
"MMR";113706;2007;1,55
"MMR";113706;2009;1,55
"MMR";113706;2010;1,55
"MMR";113706;2011;1,55
"MMR";113706;2012;1,55
"MMR";113706;2013;1,55
"MNG";113706;1980;1,4
"MNG";113706;1985;1,4
"MNG";113706;1990;1,4
"MNG";113706;1995;1,4
"MNG";113706;2000;1,4
"MNG";113706;2005;1,4
"MNG";113706;2006;1,4
"MNG";113706;2007;1,4
"MNG";113706;2009;1,4
"MNG";113706;2010;1,4
"MNG";113706;2011;1,4
"MNG";113706;2012;1,4
"MNG";113706;2013;1,4
"MOZ";113706;1980;2,22
"MOZ";113706;1985;2,22
"MOZ";113706;1990;2,22
"MOZ";113706;1995;2,22
"MOZ";113706;2000;2,22
"MOZ";113706;2005;2,22
"MOZ";113706;2006;2,22
"MOZ";113706;2007;2,22
"MOZ";113706;2009;2,22
"MOZ";113706;2010;2,22
"MOZ";113706;2011;2,22
"MOZ";113706;2012;2,22
"MOZ";113706;2013;2,22
"MRT";113706;1980;0,75
"MRT";113706;1985;0,75
"MRT";113706;1990;0,75
"MRT";113706;1995;0,75
"MRT";113706;2000;0,75
"MRT";113706;2005;0,75
"MRT";113706;2006;0,75
"MRT";113706;2007;0,75
"MRT";113706;2009;0,75
"MRT";113706;2010;0,75
"MRT";113706;2011;0,75
"MRT";113706;2012;0,75
"MRT";113706;2013;0,75
"MUS";113706;1980;0,85
"MUS";113706;1985;0,85
"MUS";113706;1990;0,85
"MUS";113706;1995;0,85
"MUS";113706;2000;0,85
"MUS";113706;2005;0,85
"MUS";113706;2006;0,85
"MUS";113706;2007;0,85
"MUS";113706;2009;0,85
"MUS";113706;2010;0,85
"MUS";113706;2011;0,85
"MUS";113706;2012;0,85
"MUS";113706;2013;0,85
"MWI";113706;1980;1,58
"MWI";113706;1985;1,58
"MWI";113706;1990;1,58
"MWI";113706;1995;1,58
"MWI";113706;2000;1,58
"MWI";113706;2005;1,58
"MWI";113706;2006;1,58
"MWI";113706;2007;1,58
"MWI";113706;2009;1,58
"MWI";113706;2010;1,58
"MWI";113706;2011;1,58
"MWI";113706;2012;1,58
"MWI";113706;2013;1,58
"MYS";113706;1980;0,56
"MYS";113706;1985;0,56
"MYS";113706;1990;0,56
"MYS";113706;1995;0,56
"MYS";113706;2000;0,56
"MYS";113706;2005;0,56
"MYS";113706;2006;0,56
"MYS";113706;2007;0,56
"MYS";113706;2009;0,56
"MYS";113706;2010;0,56
"MYS";113706;2011;0,56
"MYS";113706;2012;0,56
"MYS";113706;2013;0,56
"NAM";113706;1980;0,92
"NAM";113706;1985;0,92
"NAM";113706;1990;0,92
"NAM";113706;1995;0,92
"NAM";113706;2000;0,92
"NAM";113706;2005;0,92
"NAM";113706;2006;0,92
"NAM";113706;2007;0,92
"NAM";113706;2009;0,92
"NAM";113706;2010;0,92
"NAM";113706;2011;0,92
"NAM";113706;2012;0,92
"NAM";113706;2013;0,92
"NER";113706;1980;1,55
"NER";113706;1985;1,55
"NER";113706;1990;1,55
"NER";113706;1995;1,55
"NER";113706;2000;1,55
"NER";113706;2005;1,55
"NER";113706;2006;1,55
"NER";113706;2007;1,55
"NER";113706;2009;1,55
"NER";113706;2010;1,55
"NER";113706;2011;1,55
"NER";113706;2012;1,55
"NER";113706;2013;1,55
"NIC";113706;1980;0,77
"NIC";113706;1985;0,77
"NIC";113706;1990;0,77
"NIC";113706;1995;0,77
"NIC";113706;2000;0,77
"NIC";113706;2005;0,77
"NIC";113706;2006;0,77
"NIC";113706;2007;0,77
"NIC";113706;2009;0,77
"NIC";113706;2010;0,77
"NIC";113706;2011;0,77
"NIC";113706;2012;0,77
"NIC";113706;2013;0,77
"NLD";113706;1980;0,35
"NLD";113706;1985;0,35
"NLD";113706;1990;0,35
"NLD";113706;1995;0,35
"NLD";113706;2000;0,35
"NLD";113706;2005;0,35
"NLD";113706;2006;0,35
"NLD";113706;2007;0,35
"NLD";113706;2009;0,35
"NLD";113706;2010;0,35
"NLD";113706;2011;0,35
"NLD";113706;2012;0,35
"NLD";113706;2013;0,35
"NOR";113706;1980;0,27
"NOR";113706;1985;0,27
"NOR";113706;1990;0,27
"NOR";113706;1995;0,27
"NOR";113706;2000;0,27
"NOR";113706;2005;0,27
"NOR";113706;2006;0,27
"NOR";113706;2007;0,27
"NOR";113706;2009;0,27
"NOR";113706;2010;0,27
"NOR";113706;2011;0,27
"NOR";113706;2012;0,27
"NOR";113706;2013;0,27
"NPL";113706;1980;1,34
"NPL";113706;1985;1,34
"NPL";113706;1990;1,34
"NPL";113706;1995;1,34
"NPL";113706;2000;1,34
"NPL";113706;2005;1,34
"NPL";113706;2006;1,34
"NPL";113706;2007;1,34
"NPL";113706;2009;1,34
"NPL";113706;2010;1,34
"NPL";113706;2011;1,34
"NPL";113706;2012;1,34
"NPL";113706;2013;1,34
"NZL";113706;1980;0,32
"NZL";113706;1985;0,32
"NZL";113706;1990;0,32
"NZL";113706;1995;0,32
"NZL";113706;2000;0,32
"NZL";113706;2005;0,32
"NZL";113706;2006;0,32
"NZL";113706;2007;0,32
"NZL";113706;2009;0,32
"NZL";113706;2010;0,32
"NZL";113706;2011;0,32
"NZL";113706;2012;0,32
"NZL";113706;2013;0,32
"PAK";113706;1980;1
"PAK";113706;1985;1
"PAK";113706;1990;1
"PAK";113706;1995;1
"PAK";113706;2000;1
"PAK";113706;2005;1
"PAK";113706;2006;1
"PAK";113706;2007;1
"PAK";113706;2009;1
"PAK";113706;2010;1
"PAK";113706;2011;1
"PAK";113706;2012;1
"PAK";113706;2013;1
"PAN";113706;1980;0,58
"PAN";113706;1985;0,58
"PAN";113706;1990;0,58
"PAN";113706;1995;0,58
"PAN";113706;2000;0,58
"PAN";113706;2005;0,58
"PAN";113706;2006;0,58
"PAN";113706;2007;0,58
"PAN";113706;2009;0,58
"PAN";113706;2010;0,58
"PAN";113706;2011;0,58
"PAN";113706;2012;0,58
"PAN";113706;2013;0,58
"PER";113706;1980;0,61
"PER";113706;1985;0,61
"PER";113706;1990;0,61
"PER";113706;1995;0,61
"PER";113706;2000;0,61
"PER";113706;2005;0,61
"PER";113706;2006;0,61
"PER";113706;2007;0,61
"PER";113706;2009;0,61
"PER";113706;2010;0,61
"PER";113706;2011;0,61
"PER";113706;2012;0,61
"PER";113706;2013;0,61
"PHL";113706;1980;0,48
"PHL";113706;1985;0,48
"PHL";113706;1990;0,48
"PHL";113706;1995;0,48
"PHL";113706;2000;0,48
"PHL";113706;2005;0,48
"PHL";113706;2006;0,48
"PHL";113706;2007;0,48
"PHL";113706;2009;0,48
"PHL";113706;2010;0,48
"PHL";113706;2011;0,48
"PHL";113706;2012;0,48
"PHL";113706;2013;0,48
"PLW";113706;1980;0,34
"PLW";113706;1985;0,34
"PLW";113706;1990;0,34
"PLW";113706;1995;0,34
"PLW";113706;2000;0,34
"PLW";113706;2005;0,34
"PLW";113706;2006;0,34
"PLW";113706;2007;0,34
"PLW";113706;2009;0,34
"PLW";113706;2010;0,34
"PLW";113706;2011;0,34
"PLW";113706;2012;0,34
"PLW";113706;2013;0,34
"PNG";113706;1980;1,02
"PNG";113706;1985;1,02
"PNG";113706;1990;1,02
"PNG";113706;1995;1,02
"PNG";113706;2000;1,02
"PNG";113706;2005;1,02
"PNG";113706;2006;1,02
"PNG";113706;2007;1,02
"PNG";113706;2009;1,02
"PNG";113706;2010;1,02
"PNG";113706;2011;1,02
"PNG";113706;2012;1,02
"PNG";113706;2013;1,02
"POL";113706;1980;0,48
"POL";113706;1985;0,48
"POL";113706;1990;0,48
"POL";113706;1995;0,48
"POL";113706;2000;0,48
"POL";113706;2005;0,48
"POL";113706;2006;0,48
"POL";113706;2007;0,48
"POL";113706;2009;0,48
"POL";113706;2010;0,48
"POL";113706;2011;0,48
"POL";113706;2012;0,48
"POL";113706;2013;0,48
"PRT";113706;1980;0,39
"PRT";113706;1985;0,39
"PRT";113706;1990;0,39
"PRT";113706;1995;0,39
"PRT";113706;2000;0,39
"PRT";113706;2005;0,39
"PRT";113706;2006;0,39
"PRT";113706;2007;0,39
"PRT";113706;2009;0,39
"PRT";113706;2010;0,39
"PRT";113706;2011;0,39
"PRT";113706;2012;0,39
"PRT";113706;2013;0,39
"PRY";113706;1980;0,57
"PRY";113706;1985;0,57
"PRY";113706;1990;0,57
"PRY";113706;1995;0,57
"PRY";113706;2000;0,57
"PRY";113706;2005;0,57
"PRY";113706;2006;0,57
"PRY";113706;2007;0,57
"PRY";113706;2009;0,57
"PRY";113706;2010;0,57
"PRY";113706;2011;0,57
"PRY";113706;2012;0,57
"PRY";113706;2013;0,57
"QAT";113706;1980;0,3
"QAT";113706;1985;0,3
"QAT";113706;1990;0,3
"QAT";113706;1995;0,3
"QAT";113706;2000;0,3
"QAT";113706;2005;0,3
"QAT";113706;2006;0,3
"QAT";113706;2007;0,3
"QAT";113706;2009;0,3
"QAT";113706;2010;0,3
"QAT";113706;2011;0,3
"QAT";113706;2012;0,3
"QAT";113706;2013;0,3
"ROU";113706;1980;0,8
"ROU";113706;1985;0,8
"ROU";113706;1990;0,8
"ROU";113706;1995;0,8
"ROU";113706;2000;0,8
"ROU";113706;2005;0,8
"ROU";113706;2006;0,8
"ROU";113706;2007;0,8
"ROU";113706;2009;0,8
"ROU";113706;2010;0,8
"ROU";113706;2011;0,8
"ROU";113706;2012;0,8
"ROU";113706;2013;0,8
"RUS";113706;1980;0,64
"RUS";113706;1985;0,64
"RUS";113706;1990;0,64
"RUS";113706;1995;0,64
"RUS";113706;2000;0,64
"RUS";113706;2005;0,64
"RUS";113706;2006;0,64
"RUS";113706;2007;0,64
"RUS";113706;2009;0,64
"RUS";113706;2010;0,64
"RUS";113706;2011;0,64
"RUS";113706;2012;0,64
"RUS";113706;2013;0,64
"RWA";113706;1980;3,41
"RWA";113706;1985;3,41
"RWA";113706;1990;3,41
"RWA";113706;1995;3,41
"RWA";113706;2000;3,41
"RWA";113706;2005;3,41
"RWA";113706;2006;3,41
"RWA";113706;2007;3,41
"RWA";113706;2009;3,41
"RWA";113706;2010;3,41
"RWA";113706;2011;3,41
"RWA";113706;2012;3,41
"RWA";113706;2013;3,41
"SAU";113706;1980;0,8
"SAU";113706;1985;0,8
"SAU";113706;1990;0,8
"SAU";113706;1995;0,8
"SAU";113706;2000;0,8
"SAU";113706;2005;0,8
"SAU";113706;2006;0,8
"SAU";113706;2007;0,8
"SAU";113706;2009;0,8
"SAU";113706;2010;0,8
"SAU";113706;2011;0,8
"SAU";113706;2012;0,8
"SAU";113706;2013;0,8
"SDN";113706;1980;1,25
"SDN";113706;1985;1,25
"SDN";113706;1990;1,25
"SDN";113706;1995;1,25
"SDN";113706;2000;1,25
"SDN";113706;2005;1,25
"SDN";113706;2006;1,25
"SDN";113706;2007;1,25
"SDN";113706;2009;1,25
"SDN";113706;2010;1,25
"SDN";113706;2011;1,25
"SDN";113706;2012;1,25
"SDN";113706;2013;1,25
"SEN";113706;1980;1,13
"SEN";113706;1985;1,13
"SEN";113706;1990;1,13
"SEN";113706;1995;1,13
